pacid,affiliateid,orgid,ultorg,total,pacs,indivs,releasedate,rank,client,registrant,numlobbyists,loborgid,cid,cycle,name
C00077321,,D000000095,American Institute of CPAs,12500,12500,0,2024-05-21 00:00:00 +0000,10,x," ",0,D000000095,N00042894,2024,dean-madeleine
C00284885,,D000000419,Home Depot,10007,10000,7,2024-05-21 00:00:00 +0000,11,x," ",0,D000000419,N00042894,2024,dean-madeleine
C00024521,,D000000065,American Assn for Justice,10000,10000,0,2024-05-21 00:00:00 +0000,12," "," ",0,"          ",N00042894,2024,dean-madeleine
C00211318,,D000000131,Deloitte LLP,10000,10000,0,2024-05-21 00:00:00 +0000,12," "," ",0,"          ",N00042894,2024,dean-madeleine
C00130773,,D000000755,National Multifamily Housing Council,10000,10000,0,2024-05-21 00:00:00 +0000,12,x," ",0,D000000755,N00042894,2024,dean-madeleine
"         ",,"          ",Schroeder Consulting,10000,0,10000,2024-05-21 00:00:00 +0000,12," "," ",0,"          ",N00042894,2024,dean-madeleine
C00004036,,D000000077,Service Employees International Union,10000,5000,5000,2024-05-21 00:00:00 +0000,12," "," ",0,"          ",N00042894,2024,dean-madeleine
C70000666,,D000000102,United Steelworkers,10000,10000,0,2024-05-21 00:00:00 +0000,12," "," ",0,"          ",N00042894,2024,dean-madeleine
"         ",,D000022219,Renaissance Technologies,9900,0,9900,2024-05-21 00:00:00 +0000,18," "," ",0,"          ",N00042894,2024,dean-madeleine
"         ",,D000000771,Berger & Montague,9100,0,9100,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00042894,2024,dean-madeleine
"         ",,D000095428,Bet Investments,9000,0,9000,2024-05-21 00:00:00 +0000,20," "," ",0,"          ",N00042894,2024,dean-madeleine
C00001016,,D000000073,Carpenters & Joiners Union,9000,9000,0,2024-05-21 00:00:00 +0000,20," "," ",0,"          ",N00042894,2024,dean-madeleine
,,,,,,,,,,,,,N00042894,2024,dean-madeleine
"         ",,D000068981,Woodbranch Investments,23200,0,23200,2024-05-21 00:00:00 +0000,1," "," ",0,"          ",N00006134,2024,degette-diana
C00008839,,D000021836,American Podiatric Medical Assn,20000,20000,0,2024-05-21 00:00:00 +0000,2,x," ",0,D000021836,N00006134,2024,degette-diana
"         ",,D000083738,Breakthrough Energy,16600,0,16600,2024-05-21 00:00:00 +0000,3,x," ",0,D000083738,N00006134,2024,degette-diana
C00108035,,D000022105,McKesson Corp,12500,12500,0,2024-05-21 00:00:00 +0000,4," "," ",0,"          ",N00006134,2024,degette-diana
C00143560,,D000023948,Academy of Nutrition & Dietetics,10000,10000,0,2024-05-21 00:00:00 +0000,5," "," ",0,"          ",N00006134,2024,degette-diana
C00085316,,D000000222,Cigna Corp,10000,10000,0,2024-05-21 00:00:00 +0000,5,x," ",0,D000000222,N00006134,2024,degette-diana
C00107771,,D000022329,Xcel Energy,10000,10000,0,2024-05-21 00:00:00 +0000,5," "," ",0,"          ",N00006134,2024,degette-diana
"         ",,D000042474,Roche Holdings,9500,9500,0,2024-05-21 00:00:00 +0000,8," "," ",0,"          ",N00006134,2024,degette-diana
"         ",,"          ",Three Leaf Ventures,9000,0,9000,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00006134,2024,degette-diana
C00024521,,D000000065,American Assn for Justice,7500,7500,0,2024-05-21 00:00:00 +0000,10," "," ",0,"          ",N00006134,2024,degette-diana
C00543371,,D000047776,Biomarin Pharmaceutical,7500,7500,0,2024-05-21 00:00:00 +0000,10," "," ",0,"          ",N00006134,2024,degette-diana
C00383976,,D000025064,Community Oncology Alliance,7500,5000,2500,2024-05-21 00:00:00 +0000,10," "," ",0,"          ",N00006134,2024,degette-diana
C00039578,,D000000433,Council of Insurance Agents & Brokers,7500,7500,0,2024-05-21 00:00:00 +0000,10,x," ",0,D000000433,N00006134,2024,degette-diana
"         ",,"          ",Parker Foundation,6600,0,6600,2024-05-21 00:00:00 +0000,14," "," ",0,"          ",N00006134,2024,degette-diana
"         ",,D000088838,Sean N Parker Foundation,6600,0,6600,2024-05-21 00:00:00 +0000,14," "," ",0,"          ",N00006134,2024,degette-diana
C00034157,,D000000126,AFLAC Inc,6000,6000,0,2024-05-21 00:00:00 +0000,16," "," ",0,"          ",N00006134,2024,degette-diana
C00238725,,D000000285,National Air Traffic Controllers Assn,6000,6000,0,2024-05-21 00:00:00 +0000,16," "," ",0,"          ",N00006134,2024,degette-diana
C00040279,,D000000383,Abbott Laboratories,5000,5000,0,2024-05-21 00:00:00 +0000,18," "," ",0,"          ",N00006134,2024,degette-diana
C00035451,,D000000117,Air Line Pilots Assn,5000,5000,0,2024-05-21 00:00:00 +0000,18," "," ",0,"          ",N00006134,2024,degette-diana
C00424143,,D000026656,Alliance for Pharmacy Compounding,5000,5000,0,2024-05-21 00:00:00 +0000,18," "," ",0,"          ",N00006134,2024,degette-diana
C70005798,,D000110775,America's Credit Unions,5000,5000,0,2024-05-21 00:00:00 +0000,18," "," ",0,"          ",N00006134,2024,degette-diana
C00359539,,D000021821,American Academy of Dermatology Assn,5000,5000,0,2024-05-21 00:00:00 +0000,18," "," ",0,"          ",N00006134,2024,degette-diana
C00343137,,"          ",American Assn of Orthopaedic Surgeons,5000,5000,0,2024-05-21 00:00:00 +0000,18," "," ",0,"          ",N00006134,2024,degette-diana
C00140061,,D000000293,American College of Emergency Physicians,5000,5000,0,2024-05-21 00:00:00 +0000,18," "," ",0,"          ",N00006134,2024,degette-diana
C90011172,,D000000061,American Federation of State/Cnty/Munic Employees,5000,5000,0,2024-05-21 00:00:00 +0000,18," "," ",0,"          ",N00006134,2024,degette-diana
C00109017,,D000000076,AT&T Inc,5000,5000,0,2024-05-21 00:00:00 +0000,18,x," ",0,D000000076,N00006134,2024,degette-diana
"         ",,D000000109,Blue Cross/Blue Shield,5000,5000,0,2024-05-21 00:00:00 +0000,18," "," ",0,"          ",N00006134,2024,degette-diana
C00001016,,D000000073,Carpenters & Joiners Union,5000,5000,0,2024-05-21 00:00:00 +0000,18," "," ",0,"          ",N00006134,2024,degette-diana
C00330647,,"          ",DISH Network,5000,5000,0,2024-05-21 00:00:00 +0000,18," "," ",0,"          ",N00006134,2024,degette-diana
C00386904,,D000072788,"Faegre, Drinker et al",5000,5000,0,2024-05-21 00:00:00 +0000,18," "," ",0,"          ",N00006134,2024,degette-diana
C00428623,,"          ",Google Inc,5000,5000,0,2024-05-21 00:00:00 +0000,18," "," ",0,"          ",N00006134,2024,degette-diana
C00027342,,D000000069,International Brotherhood of Electrical Workers,5000,5000,0,2024-05-21 00:00:00 +0000,18,x," ",0,D000000069,N00006134,2024,degette-diana
C00441949,,"          ",JStreetPAC,5000,5000,0,2024-05-21 00:00:00 +0000,18," "," ",0,"          ",N00006134,2024,degette-diana
C00314997,,D000027104,Laboratory Corp of America,5000,5000,0,2024-05-21 00:00:00 +0000,18," "," ",0,"          ",N00006134,2024,degette-diana
C70002563,,D000000062,National Assn of Realtors,5000,5000,0,2024-05-21 00:00:00 +0000,18,x," ",0,D000000062,N00006134,2024,degette-diana
C00012476,,D000000120,Plumbers/Pipefitters Union,5000,5000,0,2024-05-21 00:00:00 +0000,18," "," ",0,"          ",N00006134,2024,degette-diana
C00064766,,D000000081,United Parcel Service,5000,5000,0,2024-05-21 00:00:00 +0000,18," "," ",0,"          ",N00006134,2024,degette-diana
,,,,,,,,,,,,,N00006134,2024,degette-diana
C00097568,,D000072615,RTX Corp,23500,11000,12500,2024-05-21 00:00:00 +0000,1,x," ",0,D000072615,N00000615,2024,delauro-rosa
C90011172,,D000000061,American Federation of State/Cnty/Munic Employees,20000,20000,0,2024-05-21 00:00:00 +0000,2,x," ",0,D000000061,N00000615,2024,delauro-rosa
C00008268,,D000000178,Transport Workers Union,20000,20000,0,2024-05-21 00:00:00 +0000,2,x," ",0,D000000178,N00000615,2024,delauro-rosa
"         ",,D000068981,Woodbranch Investments,18200,0,18200,2024-05-21 00:00:00 +0000,4," "," ",0,"          ",N00000615,2024,delauro-rosa
"         ",,D000021939,Cornerstone Government Affairs,16800,0,16800,2024-05-21 00:00:00 +0000,5," ",x,1,D000021939,N00000615,2024,delauro-rosa
"         ",,D000021898,Cavarocchi Ruscio Dennis Assoc,16600,0,16600,2024-05-21 00:00:00 +0000,6," ",x,0,D000021898,N00000615,2024,delauro-rosa
C00303024,,D000000104,Lockheed Martin,15730,13000,2730,2024-05-21 00:00:00 +0000,7,x," ",0,D000000104,N00000615,2024,delauro-rosa
C00486928,,D000046760,Alzheimer's Assn,15000,10000,5000,2024-05-21 00:00:00 +0000,8," "," ",0,"          ",N00000615,2024,delauro-rosa
C00028860,,D000000083,American Federation of Teachers,15000,15000,0,2024-05-21 00:00:00 +0000,8,x," ",0,D000000083,N00000615,2024,delauro-rosa
C00142711,,D000000100,Boeing Co,15000,14000,1000,2024-05-21 00:00:00 +0000,8,x," ",1,D000000100,N00000615,2024,delauro-rosa
C00001016,,D000000073,Carpenters & Joiners Union,15000,15000,0,2024-05-21 00:00:00 +0000,8," "," ",0,"          ",N00000615,2024,delauro-rosa
C00002089,,D000000075,Communications Workers of America,15000,15000,0,2024-05-21 00:00:00 +0000,8,x," ",0,D000000075,N00000615,2024,delauro-rosa
C00546234,,D000000369,Leidos Inc,15000,15000,0,2024-05-21 00:00:00 +0000,8,x," ",0,D000000369,N00000615,2024,delauro-rosa
C00002469,,D000000078,Machinists/Aerospace Workers Union,15000,15000,0,2024-05-21 00:00:00 +0000,8,x," ",0,D000000078,N00000615,2024,delauro-rosa
C00238725,,D000000285,National Air Traffic Controllers Assn,15000,15000,0,2024-05-21 00:00:00 +0000,8,x," ",0,D000000285,N00000615,2024,delauro-rosa
C70001979,,D000000066,Teamsters Union,15000,15000,0,2024-05-21 00:00:00 +0000,8,x," ",0,D000000066,N00000615,2024,delauro-rosa
"         ",,D000108894,Actum LLC,14800,0,14800,2024-05-21 00:00:00 +0000,17," "," ",0,"          ",N00000615,2024,delauro-rosa
C70003108,,D000000135,International Assn of Fire Fighters,14000,14000,0,2024-05-21 00:00:00 +0000,18,x," ",0,D000000135,N00000615,2024,delauro-rosa
"         ",,D000022331,"Yale University                         ",13819,0,13819,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00000615,2024,delauro-rosa
C70002563,,D000000062,National Assn of Realtors,12000,12000,0,2024-05-21 00:00:00 +0000,20,x," ",0,D000000062,N00000615,2024,delauro-rosa
,,,,,,,,,,,,,N00000615,2024,delauro-rosa
C00227546,,D000000115,Microsoft Corp,82657,2500,80157,2024-05-21 00:00:00 +0000,1,x," ",0,D000000115,N00030693,2024,delbene-suzan
C00360354,,D000023883,Amazon.com,66245,10000,56245,2024-05-21 00:00:00 +0000,2,x," ",0,D000023883,N00030693,2024,delbene-suzan
C00361758,,"          ",T-Mobile USA,38400,15000,23400,2024-05-21 00:00:00 +0000,3," "," ",0,"          ",N00030693,2024,delbene-suzan
"         ",,D000088842,Raikes Foundation,33200,0,33200,2024-05-21 00:00:00 +0000,4," "," ",0,"          ",N00030693,2024,delbene-suzan
C00797670,,D000046963,American Israel Public Affairs Cmte,29700,5000,24700,2024-05-21 00:00:00 +0000,5," "," ",0,"          ",N00030693,2024,delbene-suzan
C00428623,,"          ",Google Inc,26205,13000,13205,2024-05-21 00:00:00 +0000,6," "," ",0,"          ",N00030693,2024,delbene-suzan
C70005798,,D000110775,America's Credit Unions,21000,21000,0,2024-05-21 00:00:00 +0000,7,x," ",0,D000000136,N00030693,2024,delbene-suzan
C00028860,,D000000083,American Federation of Teachers,20000,20000,0,2024-05-21 00:00:00 +0000,8,x," ",0,D000000083,N00030693,2024,delbene-suzan
C00039578,,D000000433,Council of Insurance Agents & Brokers,20000,20000,0,2024-05-21 00:00:00 +0000,8,x," ",0,D000000433,N00030693,2024,delbene-suzan
C00211318,,D000000131,Deloitte LLP,20000,20000,0,2024-05-21 00:00:00 +0000,8,x,x,0,D000000131,N00030693,2024,delbene-suzan
C00027342,,D000000069,International Brotherhood of Electrical Workers,20000,20000,0,2024-05-21 00:00:00 +0000,8,x," ",0,D000000069,N00030693,2024,delbene-suzan
C00311878,,D000022110,Medtronic Inc,20000,20000,0,2024-05-21 00:00:00 +0000,8,x," ",0,D000022110,N00030693,2024,delbene-suzan
C70000492,,D000000064,National Education Assn,20000,20000,0,2024-05-21 00:00:00 +0000,8,x," ",0,D000000064,N00030693,2024,delbene-suzan
"         ",,"          ",D4 LLC,18200,0,18200,2024-05-21 00:00:00 +0000,14," "," ",0,"          ",N00030693,2024,delbene-suzan
C00848093,,D000000249,New York Life Insurance,17500,17500,0,2024-05-21 00:00:00 +0000,15,x," ",0,D000000249,N00030693,2024,delbene-suzan
"         ",,D000073744,Ballmer Group,16600,0,16600,2024-05-21 00:00:00 +0000,16," "," ",0,"          ",N00030693,2024,delbene-suzan
"         ",,D000087351,Pivotal Ventures,16600,0,16600,2024-05-21 00:00:00 +0000,16,x," ",0,D000087351,N00030693,2024,delbene-suzan
"         ",,D000022297,"University of Washington                ",16135,0,16135,2024-05-21 00:00:00 +0000,18," "," ",0,"          ",N00030693,2024,delbene-suzan
C00375360,,D000021828,American College of Cardiology,15000,15000,0,2024-05-21 00:00:00 +0000,19,x," ",0,D000021828,N00030693,2024,delbene-suzan
C00010868,,D000000682,American Council of Engineering Cos,15000,15000,0,2024-05-21 00:00:00 +0000,19,x," ",0,D000000682,N00030693,2024,delbene-suzan
C90011172,,D000000061,American Federation of State/Cnty/Munic Employees,15000,15000,0,2024-05-21 00:00:00 +0000,19,x," ",0,D000000061,N00030693,2024,delbene-suzan
C00077321,,D000000095,American Institute of CPAs,15000,15000,0,2024-05-21 00:00:00 +0000,19,x," ",0,D000000095,N00030693,2024,delbene-suzan
C00041566,,D000024015,American Society of Assn Executives,15000,15000,0,2024-05-21 00:00:00 +0000,19,x," ",0,D000024015,N00030693,2024,delbene-suzan
"         ",,D000000109,Blue Cross/Blue Shield,15000,15000,0,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00030693,2024,delbene-suzan
C00227744,,D000000098,Ernst & Young,15000,15000,0,2024-05-21 00:00:00 +0000,19,x,x,0,D000000098,N00030693,2024,delbene-suzan
C00096156,,D000000334,Honeywell International,15000,15000,0,2024-05-21 00:00:00 +0000,19,x," ",0,D000000334,N00030693,2024,delbene-suzan
C00105981,,D000000262,Investment Co Institute,15000,15000,0,2024-05-21 00:00:00 +0000,19,x," ",0,D000000262,N00030693,2024,delbene-suzan
C00004812,,D000000309,Mortgage Bankers Assn,15000,15000,0,2024-05-21 00:00:00 +0000,19,x," ",0,D000000309,N00030693,2024,delbene-suzan
,,,,,,,,,,,,,N00030693,2024,delbene-suzan
C00574970,,"          ",Fair Shot PAC,23200,10000,13200,2024-05-21 00:00:00 +0000,1," "," ",0,"          ",N00049160,2024,deluzio-christopher
C00115527,,D000024141,Insulators Union,20000,20000,0,2024-05-21 00:00:00 +0000,2,x," ",0,D000024141,N00049160,2024,deluzio-christopher
"         ",,D000099197,Titan Robotics (Pennsylvania),18457,0,18457,2024-05-21 00:00:00 +0000,3," "," ",0,"          ",N00049160,2024,deluzio-christopher
C00418897,,D000029722,VoteVets.org,17500,17500,0,2024-05-21 00:00:00 +0000,4,x," ",0,D000029722,N00049160,2024,deluzio-christopher
C00003632,,D000000302,Bricklayers Union,15000,15000,0,2024-05-21 00:00:00 +0000,5,x," ",0,D000000302,N00049160,2024,deluzio-christopher
C00027342,,D000000069,International Brotherhood of Electrical Workers,15000,15000,0,2024-05-21 00:00:00 +0000,5,x," ",0,D000000069,N00049160,2024,deluzio-christopher
"         ",,D000021767,National Amusements Inc,13240,0,13240,2024-05-21 00:00:00 +0000,7," "," ",0,"          ",N00049160,2024,deluzio-christopher
"         ",,D000070625,Burns White LLC,13200,0,13200,2024-05-21 00:00:00 +0000,8," "," ",0,"          ",N00049160,2024,deluzio-christopher
"         ",,D000088257,Cove Hill Partners,13200,0,13200,2024-05-21 00:00:00 +0000,8," "," ",0,"          ",N00049160,2024,deluzio-christopher
"         ",,D000065651,"English, Munger & Rice",13200,0,13200,2024-05-21 00:00:00 +0000,8," "," ",0,"          ",N00049160,2024,deluzio-christopher
"         ",,D000035437,Lone Pine Capital,13200,0,13200,2024-05-21 00:00:00 +0000,8," "," ",0,"          ",N00049160,2024,deluzio-christopher
"         ",,D000043476,Medley Partners,13200,0,13200,2024-05-21 00:00:00 +0000,8," "," ",0,"          ",N00049160,2024,deluzio-christopher
"         ",,D000096538,Schusterman Interests,13200,0,13200,2024-05-21 00:00:00 +0000,8," "," ",0,"          ",N00049160,2024,deluzio-christopher
"         ",,D000070965,Simon Youth Foundation,13200,0,13200,2024-05-21 00:00:00 +0000,8," "," ",0,"          ",N00049160,2024,deluzio-christopher
"         ",,D000109957,West Chester Area School District,13200,0,13200,2024-05-21 00:00:00 +0000,8," "," ",0,"          ",N00049160,2024,deluzio-christopher
"         ",,D000000552,Paloma Partners,13100,0,13100,2024-05-21 00:00:00 +0000,16," "," ",0,"          ",N00049160,2024,deluzio-christopher
"         ",,D000032662,"Cleary, Gottlieb et al                  ",12800,0,12800,2024-05-21 00:00:00 +0000,17," "," ",0,"          ",N00049160,2024,deluzio-christopher
C00007542,,D000071033,"Sheet Metal, Air, Rail & Transportation Union",12500,12500,0,2024-05-21 00:00:00 +0000,18," "," ",0,"          ",N00049160,2024,deluzio-christopher
"         ",,"          ",Pa Office of Attorney General,10880,0,10880,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00049160,2024,deluzio-christopher
C70000666,,D000000102,United Steelworkers,10362,10000,362,2024-05-21 00:00:00 +0000,20," "," ",0,"          ",N00049160,2024,deluzio-christopher
,,,,,,,,,,,,,N00049160,2024,deluzio-christopher
C00005157,,D000000218,Boilermakers Union,15000,15000,0,2024-05-21 00:00:00 +0000,1,x," ",0,D000000218,N00030709,2024,desaulnier-mark
C00027342,,D000000069,International Brotherhood of Electrical Workers,15000,15000,0,2024-05-21 00:00:00 +0000,1,x," ",0,D000000069,N00030709,2024,desaulnier-mark
C00238725,,D000000285,National Air Traffic Controllers Assn,14000,14000,0,2024-05-21 00:00:00 +0000,3,x," ",0,D000000285,N00030709,2024,desaulnier-mark
C00034157,,D000000126,AFLAC Inc,10000,10000,0,2024-05-21 00:00:00 +0000,4,x," ",0,D000000126,N00030709,2024,desaulnier-mark
C00110338,,D000000219,American Crystal Sugar,10000,10000,0,2024-05-21 00:00:00 +0000,4," "," ",0,"          ",N00030709,2024,desaulnier-mark
C00157545,,"          ",American Federation of Teachers Staff Union,10000,10000,0,2024-05-21 00:00:00 +0000,4," "," ",0,"          ",N00030709,2024,desaulnier-mark
C90011172,,D000000061,American Federation of State/Cnty/Munic Employees,7500,7500,0,2024-05-21 00:00:00 +0000,7," "," ",0,"          ",N00030709,2024,desaulnier-mark
C00099234,,"          ",Brotherhood of Locomotive Engineers & Trainmen,7500,7500,0,2024-05-21 00:00:00 +0000,7," "," ",0,"          ",N00030709,2024,desaulnier-mark
C00096156,,D000000334,Honeywell International,7500,7500,0,2024-05-21 00:00:00 +0000,7," "," ",0,"          ",N00030709,2024,desaulnier-mark
C00007542,,D000071033,"Sheet Metal, Air, Rail & Transportation Union",7500,7500,0,2024-05-21 00:00:00 +0000,7," "," ",0,"          ",N00030709,2024,desaulnier-mark
"         ",,D000084421,Signature Homes (California),6600,0,6600,2024-05-21 00:00:00 +0000,11," "," ",0,"          ",N00030709,2024,desaulnier-mark
"         ",,D000030492,Townsend Public Affairs,6600,0,6600,2024-05-21 00:00:00 +0000,11," "," ",0,"          ",N00030709,2024,desaulnier-mark
C00089086,,D000000472,American Occupational Therapy Assn,6000,6000,0,2024-05-21 00:00:00 +0000,13," "," ",0,"          ",N00030709,2024,desaulnier-mark
C00219642,,"          ",Enterprise Mobility,6000,6000,0,2024-05-21 00:00:00 +0000,13," "," ",0,"          ",N00030709,2024,desaulnier-mark
"         ",,D000071886,Mackenzie Capital Management,5800,0,5800,2024-05-21 00:00:00 +0000,15," "," ",0,"          ",N00030709,2024,desaulnier-mark
C00109017,,D000000076,AT&T Inc,5500,5000,500,2024-05-21 00:00:00 +0000,16," "," ",0,"          ",N00030709,2024,desaulnier-mark
C00024521,,D000000065,American Assn for Justice,5000,5000,0,2024-05-21 00:00:00 +0000,17," "," ",0,"          ",N00030709,2024,desaulnier-mark
C00010868,,D000000682,American Council of Engineering Cos,5000,5000,0,2024-05-21 00:00:00 +0000,17," "," ",0,"          ",N00030709,2024,desaulnier-mark
C00001016,,D000000073,Carpenters & Joiners Union,5000,5000,0,2024-05-21 00:00:00 +0000,17," "," ",0,"          ",N00030709,2024,desaulnier-mark
C00163048,,D000000783,National Community Action Foundation,5000,5000,0,2024-05-21 00:00:00 +0000,17," "," ",0,"          ",N00030709,2024,desaulnier-mark
C70000492,,D000000064,National Education Assn,5000,5000,0,2024-05-21 00:00:00 +0000,17," "," ",0,"          ",N00030709,2024,desaulnier-mark
C00461418,,D000070323,National Union of Healthcare Workers,5000,5000,0,2024-05-21 00:00:00 +0000,17," "," ",0,"          ",N00030709,2024,desaulnier-mark
C90013582,,D000000250,Painters & Allied Trades Union,5000,5000,0,2024-05-21 00:00:00 +0000,17," "," ",0,"          ",N00030709,2024,desaulnier-mark
C00012476,,D000000120,Plumbers/Pipefitters Union,5000,5000,0,2024-05-21 00:00:00 +0000,17," "," ",0,"          ",N00030709,2024,desaulnier-mark
C00008268,,D000000178,Transport Workers Union,5000,5000,0,2024-05-21 00:00:00 +0000,17," "," ",0,"          ",N00030709,2024,desaulnier-mark
,,,,,,,,,,,,,N00030709,2024,desaulnier-mark
"         ",,D000035735,McKee Foods,26400,0,26400,2024-05-21 00:00:00 +0000,1," "," ",0,"          ",N00030957,2024,desjarlais-scott
C00552851,,D000068902,House Freedom Fund,11600,5000,6600,2024-05-21 00:00:00 +0000,2," "," ",0,"          ",N00030957,2024,desjarlais-scott
C00428052,,D000027353,Majority Cmte PAC,10000,10000,0,2024-05-21 00:00:00 +0000,3," "," ",0,"          ",N00030957,2024,desjarlais-scott
"         ",,"          ",Thompson Appalachian,10000,0,10000,2024-05-21 00:00:00 +0000,3," "," ",0,"          ",N00030957,2024,desjarlais-scott
"         ",,D000060063,American Development Corp,6600,0,6600,2024-05-21 00:00:00 +0000,5," "," ",0,"          ",N00030957,2024,desjarlais-scott
"         ",,"          ",Wavelink Inc,6600,0,6600,2024-05-21 00:00:00 +0000,5," "," ",0,"          ",N00030957,2024,desjarlais-scott
C00689091,,D000000810,"Carlyle Group                           ",6000,2500,3500,2024-05-21 00:00:00 +0000,7," "," ",0,"          ",N00030957,2024,desjarlais-scott
C00693796,,D000024502,Buckeye Liberty PAC,5000,5000,0,2024-05-21 00:00:00 +0000,8," "," ",0,"          ",N00030957,2024,desjarlais-scott
"         ",,D000034356,Haury & Smith Contractors,5000,0,5000,2024-05-21 00:00:00 +0000,8," "," ",0,"          ",N00030957,2024,desjarlais-scott
C00272724,,D000106054,Maynard Nexsen,5000,5000,0,2024-05-21 00:00:00 +0000,8," "," ",0,"          ",N00030957,2024,desjarlais-scott
C00563726,,"          ",Mr Southern Missourian in the House,5000,5000,0,2024-05-21 00:00:00 +0000,8," "," ",0,"          ",N00030957,2024,desjarlais-scott
C00411116,,D000029147,SpaceX,5000,5000,0,2024-05-21 00:00:00 +0000,8," "," ",0,"          ",N00030957,2024,desjarlais-scott
C00513523,,"          ",TN4U PAC,5000,5000,0,2024-05-21 00:00:00 +0000,8," "," ",0,"          ",N00030957,2024,desjarlais-scott
C00142299,,D000000371,Jacobs Solutions,2500,2500,0,2024-05-21 00:00:00 +0000,14," "," ",0,"          ",N00030957,2024,desjarlais-scott
C00122101,,D000000757,Safari Club International,2500,2500,0,2024-05-21 00:00:00 +0000,14," "," ",0,"          ",N00030957,2024,desjarlais-scott
C00145037,,"          ",Southern Co Gas,2500,2500,0,2024-05-21 00:00:00 +0000,14," "," ",0,"          ",N00030957,2024,desjarlais-scott
C00460550,,"          ",Jeff Duncan for Congress,2000,2000,0,2024-05-21 00:00:00 +0000,17," "," ",0,"          ",N00030957,2024,desjarlais-scott
C00153445,,D000027856,National HealthCare Corp,2000,2000,0,2024-05-21 00:00:00 +0000,17," "," ",0,"          ",N00030957,2024,desjarlais-scott
C00697698,,"          ",Republicans Offering Solutions for Everyone,2000,2000,0,2024-05-21 00:00:00 +0000,17," "," ",0,"          ",N00030957,2024,desjarlais-scott
C70002563,,D000000062,National Assn of Realtors,1500,1000,500,2024-05-21 00:00:00 +0000,20," "," ",0,"          ",N00030957,2024,desjarlais-scott
"         ",,"          ",Riddley Retail Fixtures,1500,0,1500,2024-05-21 00:00:00 +0000,20," "," ",0,"          ",N00030957,2024,desjarlais-scott
,,,,,,,,,,,,,N00030957,2024,desjarlais-scott
C70002563,,D000000062,National Assn of Realtors,101000,7000,94000,2024-05-21 00:00:00 +0000,1,x," ",0,D000000062,N00025337,2024,diaz-balart-mario
C00797670,,D000046963,American Israel Public Affairs Cmte,46215,10000,36215,2024-05-21 00:00:00 +0000,2," "," ",0,"          ",N00025337,2024,diaz-balart-mario
C00215285,,D000000317,General Atomics,26000,15000,11000,2024-05-21 00:00:00 +0000,3,x," ",0,D000000317,N00025337,2024,diaz-balart-mario
C00088591,,D000000170,Northrop Grumman,25000,25000,0,2024-05-21 00:00:00 +0000,4,x," ",0,D000000170,N00025337,2024,diaz-balart-mario
C00625921,,D000046283,AAR Corp,20000,20000,0,2024-05-21 00:00:00 +0000,5,x," ",0,D000046283,N00025337,2024,diaz-balart-mario
C00809970,,D000106712,Hispanic Leadership Trust,20000,20000,0,2024-05-21 00:00:00 +0000,5," "," ",0,"          ",N00025337,2024,diaz-balart-mario
C00100321,,D000071910,L3Harris Technologies,20000,20000,0,2024-05-21 00:00:00 +0000,5,x," ",0,D000071910,N00025337,2024,diaz-balart-mario
"         ",,D000034677,Innovative Federal Strategies,15300,0,15300,2024-05-21 00:00:00 +0000,8,x,x,0,D000034677,N00025337,2024,diaz-balart-mario
C00078451,,D000000165,General Dynamics,15000,15000,0,2024-05-21 00:00:00 +0000,9,x," ",0,D000000165,N00025337,2024,diaz-balart-mario
C00103549,,D000022175,Parsons Corp,15000,15000,0,2024-05-21 00:00:00 +0000,9,x," ",0,D000022175,N00025337,2024,diaz-balart-mario
C00325092,,D000064813,Huntington Ingalls Industries,14000,14000,0,2024-05-21 00:00:00 +0000,11,x," ",0,D000064813,N00025337,2024,diaz-balart-mario
C00097568,,D000072615,RTX Corp,14000,14000,0,2024-05-21 00:00:00 +0000,11,x," ",0,D000072615,N00025337,2024,diaz-balart-mario
C00303024,,D000000104,Lockheed Martin,13500,13500,0,2024-05-21 00:00:00 +0000,13,x," ",0,D000000104,N00025337,2024,diaz-balart-mario
"         ",,D000031606,Ares Management,13200,0,13200,2024-05-21 00:00:00 +0000,14," "," ",0,"          ",N00025337,2024,diaz-balart-mario
C00350744,,D000000085,Goldman Sachs,13200,0,13200,2024-05-21 00:00:00 +0000,14," "," ",0,"          ",N00025337,2024,diaz-balart-mario
"         ",,D000110941,Solel Partners,13200,0,13200,2024-05-21 00:00:00 +0000,14," "," ",0,"          ",N00025337,2024,diaz-balart-mario
"         ",,D000068060,Clearpath Foundation,11600,0,11600,2024-05-21 00:00:00 +0000,17,x," ",0,D000068060,N00025337,2024,diaz-balart-mario
"         ",,D000110536,CREI Holdings,11600,0,11600,2024-05-21 00:00:00 +0000,17,x," ",0,D000110536,N00025337,2024,diaz-balart-mario
"         ",,D000030810,"Veritas Capital                         ",11000,11000,0,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00025337,2024,diaz-balart-mario
C00142711,,D000000100,Boeing Co,10500,10500,0,2024-05-21 00:00:00 +0000,20,x," ",0,D000000100,N00025337,2024,diaz-balart-mario
