pacid,affiliateid,orgid,ultorg,total,pacs,indivs,releasedate,rank,client,registrant,numlobbyists,loborgid,cid,cycle,name
C00495887,,"          ",Tomorrow Is Meaningful,5000,5000,0,2024-05-21 00:00:00 +0000,16," "," ",0,"          ",N00031177,2024,amodei-mark
,,,,,,,,,,,,,N00031177,2024,amodei-mark
"         ",,D000060151,Armstrong Corp,23200,0,23200,2024-05-21 00:00:00 +0000,1," "," ",0,"          ",N00042868,2024,armstrong-kelly
C00227546,,D000000115,Microsoft Corp,15300,10000,5300,2024-05-21 00:00:00 +0000,2,x," ",0,D000000115,N00042868,2024,armstrong-kelly
C00426775,,D000000672,Charter Communications,15000,15000,0,2024-05-21 00:00:00 +0000,3,x," ",0,D000000672,N00042868,2024,armstrong-kelly
C70002563,,D000000062,National Assn of Realtors,12000,12000,0,2024-05-21 00:00:00 +0000,4,x," ",0,D000000062,N00042868,2024,armstrong-kelly
"         ",,D000033486,Epic Systems,10150,0,10150,2024-05-21 00:00:00 +0000,5," "," ",0,"          ",N00042868,2024,armstrong-kelly
C00012914,,D000000608,American Land Title Assn,10000,10000,0,2024-05-21 00:00:00 +0000,6,x," ",0,D000000608,N00042868,2024,armstrong-kelly
C00211318,,D000000131,Deloitte LLP,10000,10000,0,2024-05-21 00:00:00 +0000,6,x,x,0,D000000131,N00042868,2024,armstrong-kelly
C00236489,,D000000186,Koch Industries,10000,10000,0,2024-05-21 00:00:00 +0000,6,x," ",0,D000000186,N00042868,2024,armstrong-kelly
C00004812,,D000000309,Mortgage Bankers Assn,10000,10000,0,2024-05-21 00:00:00 +0000,6,x," ",0,D000000309,N00042868,2024,armstrong-kelly
C00126763,,D000000240,National Assn of Convenience Stores,10000,10000,0,2024-05-21 00:00:00 +0000,6,x," ",0,D000000240,N00042868,2024,armstrong-kelly
C00450692,,D000046017,Poet LLC,10000,10000,0,2024-05-21 00:00:00 +0000,6,x," ",0,D000046017,N00042868,2024,armstrong-kelly
C00097865,,D000027807,National Assn of Truck Stop Operators,8000,8000,0,2024-05-21 00:00:00 +0000,12," "," ",0,"          ",N00042868,2024,armstrong-kelly
"         ",,D000036079,NACCO Industries,7600,1000,6600,2024-05-21 00:00:00 +0000,13," "," ",0,"          ",N00042868,2024,armstrong-kelly
C00109017,,D000000076,AT&T Inc,7500,7500,0,2024-05-21 00:00:00 +0000,14,x," ",0,D000000076,N00042868,2024,armstrong-kelly
C00248716,,D000000461,Comcast Corp,6750,5000,1750,2024-05-21 00:00:00 +0000,15," "," ",0,"          ",N00042868,2024,armstrong-kelly
"         ",,"          ",Campbell Properties,6600,0,6600,2024-05-21 00:00:00 +0000,16," "," ",0,"          ",N00042868,2024,armstrong-kelly
"         ",,D000068060,ClearPath Foundation,6600,0,6600,2024-05-21 00:00:00 +0000,16," "," ",0,"          ",N00042868,2024,armstrong-kelly
"         ",,"          ",Kei Engineers,6600,0,6600,2024-05-21 00:00:00 +0000,16," "," ",0,"          ",N00042868,2024,armstrong-kelly
C00557322,,D000034447,Hess Corp,6000,5000,1000,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00042868,2024,armstrong-kelly
"         ",,D000107614,Sam Nutrition,6000,0,6000,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00042868,2024,armstrong-kelly
C00121319,,D000029442,Thrivent Financial,6000,6000,0,2024-05-21 00:00:00 +0000,19,x," ",0,D000029442,N00042868,2024,armstrong-kelly
,,,,,,,,,,,,,N00042868,2024,armstrong-kelly
"         ",,"          ",Simflo,51800,0,51800,2024-05-21 00:00:00 +0000,1," "," ",0,"          ",N00038285,2024,arrington-jodey
C00754648,,"          ",GRAIL Inc,38200,10000,28200,2024-05-21 00:00:00 +0000,2," "," ",0,"          ",N00038285,2024,arrington-jodey
"         ",,D000035251,Lanier Law Firm,33200,0,33200,2024-05-21 00:00:00 +0000,3," "," ",0,"          ",N00038285,2024,arrington-jodey
"         ",,D000035590,Mansefeldt Investment,33200,0,33200,2024-05-21 00:00:00 +0000,3," "," ",0,"          ",N00038285,2024,arrington-jodey
C00482125,,D000070813,Hilltop Holdings,23200,0,23200,2024-05-21 00:00:00 +0000,5,x," ",0,D000070813,N00038285,2024,arrington-jodey
"         ",,"          ",Madera Residential,21700,0,21700,2024-05-21 00:00:00 +0000,6," "," ",0,"          ",N00038285,2024,arrington-jodey
C00343459,,D000021829,American College of Radiology,20000,20000,0,2024-05-21 00:00:00 +0000,7,x," ",1,D000021829,N00038285,2024,arrington-jodey
"         ",,"          ",Guitar Ranches LP,20000,0,20000,2024-05-21 00:00:00 +0000,7," "," ",0,"          ",N00038285,2024,arrington-jodey
C00130773,,D000000755,National Multifamily Housing Council,20000,20000,0,2024-05-21 00:00:00 +0000,7,x," ",0,D000000755,N00038285,2024,arrington-jodey
C00108035,,D000022105,"McKesson Corp                           ",19500,15000,4500,2024-05-21 00:00:00 +0000,10," "," ",0,"          ",N00038285,2024,arrington-jodey
"         ",,"          ",Teinert Construction,18600,0,18600,2024-05-21 00:00:00 +0000,11," "," ",0,"          ",N00038285,2024,arrington-jodey
"         ",,"          ",Gvi Law Firm,17100,0,17100,2024-05-21 00:00:00 +0000,12," "," ",0,"          ",N00038285,2024,arrington-jodey
"         ",,"          ",Barccc Investments LLC,16600,0,16600,2024-05-21 00:00:00 +0000,13," "," ",0,"          ",N00038285,2024,arrington-jodey
"         ",,D000091365,Cx5 Partners LLC,16600,0,16600,2024-05-21 00:00:00 +0000,13," "," ",0,"          ",N00038285,2024,arrington-jodey
"         ",,"          ",Jklm Investments LLC,15000,0,15000,2024-05-21 00:00:00 +0000,15," "," ",0,"          ",N00038285,2024,arrington-jodey
"         ",,D000089134,RE Janes Gravel Co,15000,0,15000,2024-05-21 00:00:00 +0000,15," "," ",0,"          ",N00038285,2024,arrington-jodey
"         ",,"          ",Steve Hurt Real Estate,15000,0,15000,2024-05-21 00:00:00 +0000,15," "," ",0,"          ",N00038285,2024,arrington-jodey
"         ",,D000049820,Covenant Health System,14500,0,14500,2024-05-21 00:00:00 +0000,18,x," ",0,D000049820,N00038285,2024,arrington-jodey
"         ",,D000095696,City Bank (Texas),14300,0,14300,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00038285,2024,arrington-jodey
"         ",,D000095929,Northstar Anesthesia,13900,0,13900,2024-05-21 00:00:00 +0000,20," "," ",0,"          ",N00038285,2024,arrington-jodey
,,,,,,,,,,,,,N00038285,2024,arrington-jodey
C00797670,,D000046963,American Israel Public Affairs Cmte,68850,5000,63850,2024-05-21 00:00:00 +0000,1," "," ",0,"          ",N00045506,2024,auchincloss-jake
"         ",,D000031927,Berkshire Partners,41300,0,41300,2024-05-21 00:00:00 +0000,2," "," ",0,"          ",N00045506,2024,auchincloss-jake
"         ",,D000047147,Andreessen Horowitz,33000,0,33000,2024-05-21 00:00:00 +0000,3," "," ",0,"          ",N00045506,2024,auchincloss-jake
"         ",,D000090074,Three Bays Capital,33000,0,33000,2024-05-21 00:00:00 +0000,3," "," ",0,"          ",N00045506,2024,auchincloss-jake
"         ",,D000000544,"Harvard University                      ",25950,0,25950,2024-05-21 00:00:00 +0000,5,x," ",0,D000000544,N00045506,2024,auchincloss-jake
"         ",,D000034155,Granite Telecommunications,23200,0,23200,2024-05-21 00:00:00 +0000,6,x," ",0,D000034155,N00045506,2024,auchincloss-jake
"         ",,"          ",Greenleaf Health,23200,0,23200,2024-05-21 00:00:00 +0000,6," "," ",0,"          ",N00045506,2024,auchincloss-jake
"         ",,D000106381,Silversmith Capital Partners,23200,0,23200,2024-05-21 00:00:00 +0000,6," "," ",0,"          ",N00045506,2024,auchincloss-jake
"         ",,D000036528,Mass General Brigham,21986,0,21986,2024-05-21 00:00:00 +0000,9,x," ",0,D000036528,N00045506,2024,auchincloss-jake
"         ",,D000022217,Related Companies,20300,0,20300,2024-05-21 00:00:00 +0000,10," "," ",0,"          ",N00045506,2024,auchincloss-jake
"         ",,D000090604,RA Capital Management,20000,0,20000,2024-05-21 00:00:00 +0000,11," "," ",0,"          ",N00045506,2024,auchincloss-jake
"         ",,D000021845,Apollo Global Management,19500,0,19500,2024-05-21 00:00:00 +0000,12," "," ",0,"          ",N00045506,2024,auchincloss-jake
"         ",,D000034198,Greylock Partners,18200,0,18200,2024-05-21 00:00:00 +0000,13," "," ",0,"          ",N00045506,2024,auchincloss-jake
C00215046,,D000000328,Fidelity Investments,18100,7500,10600,2024-05-21 00:00:00 +0000,14," "," ",0,"          ",N00045506,2024,auchincloss-jake
C00418897,,D000029722,VoteVets.org,15000,15000,0,2024-05-21 00:00:00 +0000,15,x," ",0,D000029722,N00045506,2024,auchincloss-jake
"         ",,D000045320,Takeda Pharmaceutical Co,14755,12500,2255,2024-05-21 00:00:00 +0000,16,x," ",0,D000045320,N00045506,2024,auchincloss-jake
C00364778,,D000000090,Bank of America,14700,0,14700,2024-05-21 00:00:00 +0000,17,x," ",0,D000000090,N00045506,2024,auchincloss-jake
"         ",,D000033032,Dana-Farber Cancer Institute,13750,0,13750,2024-05-21 00:00:00 +0000,18,x," ",0,D000033032,N00045506,2024,auchincloss-jake
"         ",,D000064408,Liberty Mutual,13600,5000,8600,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00045506,2024,auchincloss-jake
"         ",,D000098185,Keches Law Group,13350,0,13350,2024-05-21 00:00:00 +0000,20," "," ",0,"          ",N00045506,2024,auchincloss-jake
,,,,,,,,,,,,,N00045506,2024,auchincloss-jake
"         ",,D000043227,Trans-Global Solutions,32700,0,32700,2024-05-21 00:00:00 +0000,1," "," ",0,"          ",N00005736,2024,babin-brian
"         ",,D000092006,Tom Peacock Nissan,16600,0,16600,2024-05-21 00:00:00 +0000,2," "," ",0,"          ",N00005736,2024,babin-brian
C00000729,,D000000105,American Dental Assn,15000,15000,0,2024-05-21 00:00:00 +0000,3,x," ",0,D000000105,N00005736,2024,babin-brian
"         ",,D000077267,"Jefferson County, TX",13200,0,13200,2024-05-21 00:00:00 +0000,4," "," ",0,"          ",N00005736,2024,babin-brian
"         ",,"          ",Nash Real Estate,13200,0,13200,2024-05-21 00:00:00 +0000,4," "," ",0,"          ",N00005736,2024,babin-brian
"         ",,D000077594,Universal Coin & Bullion,8800,0,8800,2024-05-21 00:00:00 +0000,6," "," ",0,"          ",N00005736,2024,babin-brian
C00411116,,D000029147,SpaceX,7500,7500,0,2024-05-21 00:00:00 +0000,7," "," ",0,"          ",N00005736,2024,babin-brian
"         ",,D000095249,Modern Group (Texas),7200,0,7200,2024-05-21 00:00:00 +0000,8," "," ",0,"          ",N00005736,2024,babin-brian
"         ",,"          ",Bartlett Group,6600,0,6600,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00005736,2024,babin-brian
C00608943,,"          ",ClearPath Action,6600,0,6600,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00005736,2024,babin-brian
"         ",,D000033603,Fayez Sarofim & Co,6600,0,6600,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00005736,2024,babin-brian
"         ",,D000061408,Gallery Furniture,6600,0,6600,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00005736,2024,babin-brian
"         ",,"          ",Karen & Bob Wortham Charitable Foundat,6600,0,6600,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00005736,2024,babin-brian
"         ",,"          ",Mustang Machinery Co,6600,0,6600,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00005736,2024,babin-brian
"         ",,"          ",NASH Group,6600,0,6600,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00005736,2024,babin-brian
"         ",,D000087683,Quality Mat Co,6600,0,6600,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00005736,2024,babin-brian
"         ",,D000094594,Sullivan Brothers Investments,6600,0,6600,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00005736,2024,babin-brian
"         ",,D000087022,Thrustmaster of Texas,6600,0,6600,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00005736,2024,babin-brian
C00084871,,D000022361,Celanese Corp,6000,5000,1000,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00005736,2024,babin-brian
"         ",,D000031412,"Allen, Boone et al                      ",5600,0,5600,2024-05-21 00:00:00 +0000,20," "," ",0,"          ",N00005736,2024,babin-brian
,,,,,,,,,,,,,N00005736,2024,babin-brian
C00797670,,D000046963,American Israel Public Affairs Cmte,104500,5000,99500,2024-05-21 00:00:00 +0000,1," "," ",0,"          ",N00037049,2024,bacon-donald-john
"         ",,D000070399,Sandhills Global,41400,0,41400,2024-05-21 00:00:00 +0000,2," "," ",0,"          ",N00037049,2024,bacon-donald-john
C00477653,,D000000768,Cox Enterprises,36030,5000,31030,2024-05-21 00:00:00 +0000,3," "," ",0,"          ",N00037049,2024,bacon-donald-john
"         ",,D000034362,Hawkins Construction,34800,0,34800,2024-05-21 00:00:00 +0000,4," "," ",0,"          ",N00037049,2024,bacon-donald-john
C00010868,,D000000682,American Council of Engineering Cos,22500,22500,0,2024-05-21 00:00:00 +0000,5,x," ",0,D000000682,N00037049,2024,bacon-donald-john
C00035451,,D000000117,Air Line Pilots Assn,20000,20000,0,2024-05-21 00:00:00 +0000,6,x," ",0,D000000117,N00037049,2024,bacon-donald-john
C00100321,,D000071910,L3Harris Technologies,20000,20000,0,2024-05-21 00:00:00 +0000,6,x," ",0,D000071910,N00037049,2024,bacon-donald-john
C00029504,,D000000139,Operating Engineers Union,20000,20000,0,2024-05-21 00:00:00 +0000,6,x," ",0,D000000139,N00037049,2024,bacon-donald-john
C00013961,,D000000636,Sheet Metal & Air Conditioning Contractors Assn,20000,20000,0,2024-05-21 00:00:00 +0000,6,x," ",0,D000000636,N00037049,2024,bacon-donald-john
C00007542,,D000071033,"Sheet Metal, Air, Rail & Transportation Union",20000,20000,0,2024-05-21 00:00:00 +0000,6,x," ",1,D000071033,N00037049,2024,bacon-donald-john
C00479998,,"          ",Tenaska Inc,19700,6500,13200,2024-05-21 00:00:00 +0000,11," "," ",0,"          ",N00037049,2024,bacon-donald-john
"         ",,D000035089,Kiewit Corp,16625,0,16625,2024-05-21 00:00:00 +0000,12," "," ",0,"          ",N00037049,2024,bacon-donald-john
"         ",,D000033678,1st Financial Bank USA,16600,0,16600,2024-05-21 00:00:00 +0000,13,x," ",0,D000033678,N00037049,2024,bacon-donald-john
"         ",,D000000414,Charles Schwab Corp,16500,0,16500,2024-05-21 00:00:00 +0000,14," "," ",0,"          ",N00037049,2024,bacon-donald-john
C00456335,,D000028359,Physicians Mutual Insurance,16031,2571,13460,2024-05-21 00:00:00 +0000,15," "," ",0,"          ",N00037049,2024,bacon-donald-john
C30002851,,D000000087,American Bankers Assn,16000,16000,0,2024-05-21 00:00:00 +0000,16,x," ",0,D000000087,N00037049,2024,bacon-donald-john
C70002563,,D000000062,National Assn of Realtors,16000,15000,1000,2024-05-21 00:00:00 +0000,16,x," ",0,D000000062,N00037049,2024,bacon-donald-john
"         ",,D000105251,"Baldwin, Hackett & Meeks",15700,0,15700,2024-05-21 00:00:00 +0000,18," "," ",0,"          ",N00037049,2024,bacon-donald-john
"         ",,"          ",Right At Home,15170,0,15170,2024-05-21 00:00:00 +0000,19,x," ",0,"F218349   ",N00037049,2024,bacon-donald-john
C00238725,,D000000285,National Air Traffic Controllers Assn,15000,15000,0,2024-05-21 00:00:00 +0000,20,x," ",0,D000000285,N00037049,2024,bacon-donald-john
C00130773,,D000000755,National Multifamily Housing Council,15000,15000,0,2024-05-21 00:00:00 +0000,20,x," ",0,D000000755,N00037049,2024,bacon-donald-john
C00200865,,D000065775,Road to Freedom PAC,15000,15000,0,2024-05-21 00:00:00 +0000,20," "," ",0,"          ",N00037049,2024,bacon-donald-john
C00008268,,D000000178,Transport Workers Union,15000,15000,0,2024-05-21 00:00:00 +0000,20,x," ",0,D000000178,N00037049,2024,bacon-donald-john
,,,,,,,,,,,,,N00037049,2024,bacon-donald-john
C00110338,,D000000219,American Crystal Sugar,5000,5000,0,2024-05-21 00:00:00 +0000,1," "," ",0,"          ",N00041954,2024,baird-jim
C00639229,,"          ",American Revival PAC,5000,5000,0,2024-05-21 00:00:00 +0000,1," "," ",0,"          ",N00041954,2024,baird-jim
C00093963,,D000000132,Archer Daniels Midland,5000,5000,0,2024-05-21 00:00:00 +0000,1," "," ",0,"          ",N00041954,2024,baird-jim
C00010421,,D000000187,Associated Builders & Contractors,5000,5000,0,2024-05-21 00:00:00 +0000,1," "," ",0,"          ",N00041954,2024,baird-jim
C00340075,,"          ",BASF Corp,5000,5000,0,2024-05-21 00:00:00 +0000,1," "," ",0,"          ",N00041954,2024,baird-jim
C00467431,,D000070192,Eye of the Tiger PAC,5000,5000,0,2024-05-21 00:00:00 +0000,1," "," ",0,"          ",N00041954,2024,baird-jim
C00193631,,D000000359,Farm Credit Council,5000,5000,0,2024-05-21 00:00:00 +0000,1," "," ",0,"          ",N00041954,2024,baird-jim
C00040998,,D000000080,National Auto Dealers Assn,5000,5000,0,2024-05-21 00:00:00 +0000,1," "," ",0,"          ",N00041954,2024,baird-jim
C00214981,,D000022909,Texas Farm Bureau,5000,5000,0,2024-05-21 00:00:00 +0000,1," "," ",0,"          ",N00041954,2024,baird-jim
C00010868,,D000000682,American Council of Engineering Cos,4000,4000,0,2024-05-21 00:00:00 +0000,10," "," ",0,"          ",N00041954,2024,baird-jim
C70002563,,D000000062,National Assn of Realtors,4000,3000,1000,2024-05-21 00:00:00 +0000,10," "," ",0,"          ",N00041954,2024,baird-jim
C00264770,,D000023784,Agricultural Retailers Assn,3500,3500,0,2024-05-21 00:00:00 +0000,12," "," ",0,"          ",N00041954,2024,baird-jim
C00326389,,"          ",Amalgamated Sugar,3500,3500,0,2024-05-21 00:00:00 +0000,12," "," ",0,"          ",N00041954,2024,baird-jim
C00197228,,"          ",Elevance Health,3500,3500,0,2024-05-21 00:00:00 +0000,12," "," ",0,"          ",N00041954,2024,baird-jim
"         ",,"          ",Relentless Dealer Services,3300,0,3300,2024-05-21 00:00:00 +0000,15," "," ",0,"          ",N00041954,2024,baird-jim
C00689208,,"          ",RVFPAC,3300,3300,0,2024-05-21 00:00:00 +0000,15," "," ",0,"          ",N00041954,2024,baird-jim
C00376343,,D000027833,National Corn Growers Assn,3000,3000,0,2024-05-21 00:00:00 +0000,17," "," ",0,"          ",N00041954,2024,baird-jim
C00503680,,D000049867,Crop Insurance Professionals Assn,2500,2500,0,2024-05-21 00:00:00 +0000,18," "," ",0,"          ",N00041954,2024,baird-jim
C00204099,,D000000408,Deere & Co,2500,2500,0,2024-05-21 00:00:00 +0000,18," "," ",0,"          ",N00041954,2024,baird-jim
C00236489,,D000000186,Koch Industries,2500,2500,0,2024-05-21 00:00:00 +0000,18," "," ",0,"          ",N00041954,2024,baird-jim
C00144766,,D000000101,National Beer Wholesalers Assn,2500,2500,0,2024-05-21 00:00:00 +0000,18," "," ",0,"          ",N00041954,2024,baird-jim
C00028787,,D000000252,National Cattlemen's Beef Assn,2500,2500,0,2024-05-21 00:00:00 +0000,18," "," ",0,"          ",N00041954,2024,baird-jim
C00416297,,D000000431,National Cotton Council,2500,2500,0,2024-05-21 00:00:00 +0000,18," "," ",0,"          ",N00041954,2024,baird-jim
"         ",,D000089163,Nessel Development,2500,0,2500,2024-05-21 00:00:00 +0000,18," "," ",0,"          ",N00041954,2024,baird-jim
C00379628,,D000028057,Nucor Corp,2500,2500,0,2024-05-21 00:00:00 +0000,18," "," ",0,"          ",N00041954,2024,baird-jim
C00238204,,D000028214,Pakistani American Public Affairs Cmte,2500,2500,0,2024-05-21 00:00:00 +0000,18," "," ",0,"          ",N00041954,2024,baird-jim
C00599084,,D000043213,Plains Cotton Growers,2500,2500,0,2024-05-21 00:00:00 +0000,18," "," ",0,"          ",N00041954,2024,baird-jim
C00450692,,D000046017,Poet LLC,2500,2500,0,2024-05-21 00:00:00 +0000,18," "," ",0,"          ",N00041954,2024,baird-jim
